tweet,cluster_number
"video noisy wards could affect recovery
",4.0
"video diseased meat may go undetected
",4.0
"audio coma survivor its frustrating
",4.0
"legal duty over resuscitation orders
",4.0
"audio i was completely paralysed
",4.0
"nurses anger over unfair pay deal
",4.0
"recession led to 10000 suicides
",4.0
"video red meat linked to breast cancer
",4.0
"video doctors urge caution on statin use
",4.0
"dont extend statin use say doctors
",4.0
"video many on cusp of diabetes
",4.0
"activity aids breast cancer survival
",4.0
"sleeps memory role discovered
",4.0
"centenarians are outliving disease
",4.0
"video josh must return home to survive
",4.0
"audio local hospitals can improve elderly care
",4.0
"video lose a little obesity advice
",4.0
"lose a little advice on obesity
",4.0
"cardiac care services discussed
",4.0
"video saudi arabia promises action on mers
",4.0
"video scarred for life from sunbed use
",4.0
"pfizer takeover could delay drugs
",4.0
"leprosy vaccine scientist dies
",4.0
"audio many more midwives needed
",4.0
"us confirms second mers virus case
",4.0
"audio trial cancer drug saved my life
",4.0
"safe nursing levels recommended
",4.0
"viagra could treat muscle disease
",4.0
"audio emmerdale actress tackles hiv myths
",4.0
"mums decision to save only one twin
",4.0
"audio mums decision to save only one twin
",4.0
"no resuscitation case in court
",4.0
"video cancer symptoms dismissed as ibs
",4.0
"many cannot afford a decent diet
",4.0
"maddoctors and inconvenient people
",4.0
"new nhs supply list to save â£500m
",4.0
"violent crime continues to fall
",4.0
"audio unison warns over paramedics stress
",4.0
"video nice urges greater action on steroids
",4.0
"male eating disorders overlooked
",4.0
"most scarlet fever cases in 20 years
",4.0
"video can smartphones ruin your sleep
",4.0
"video nhs team effort to stay healthy
",4.0
"stem cell scientist misled world
",4.0
"video seven a day fruit and veg call
",4.0
"eat seven a day fruit and veg call
",4.0
"video mild winter eases aampe pressures
",4.0
"nurse arrested again over poisoning
",4.0
"video manmade dna may revolutionise medicine
",4.0
"video smokers not attracted to packets
",4.0
"air pollution killed seven million
",4.0
"video rural gps surgeries at risk
",4.0
"active mums have active children
",4.0
"nose can detect one trillion odours
",4.0
"nose can detect one trillion odours
",4.0
"extra nurses bid to improve aampe
",4.0
"video is saturated fats advice misguided
",4.0
"video cancer existed 3000 years ago
",4.0
"saturated fat advice unclear
",4.0
"audio teen twins win science award
",4.0
"more stem cell discovery doubts
",4.0
"youve got cancer email warning
",4.0
"love hormone may treat anorexia
",4.0
"mental health cuts risk lives
",4.0
"obesity fears over council cuts
",4.0
"video coma patients put on exercise bike
",4.0
"case leads to surrogacy advice
",4.0
"course revamp to retain medics
",4.0
"ruling awaited over dead mans sperm
",4.0
"30000yearold virus comes to life
",4.0
"video millions lost to missed appointments
",4.0
"inside a victorian lunatic asylum
",4.0
"wakeup call on domestic violence
",4.0
"babys ventilator removed early
",4.0
"video child mental health care concerns
",4.0
"psychotic traits tied to school move
",4.0
"monkeys brain moves sedated avatar
",4.0
"cancer monorail can kill tumours
",4.0
"audio quitting smoking relieves stress
",4.0
"audio footballsized neck tumour removed
",4.0
"vitamin c keeps cancer at bay
",4.0
"exotic disease detectives
",4.0
"video can we erase memories entirely
",4.0
"cancer envy campaign criticised
",4.0
"audio exdrug user addiction never leaves
",4.0
"we live with so many unknowns
",4.0
"inactivity pandemic in poor areas
",4.0
"stem cell major discovery claimed
",4.0
"over90s ambulance trips up 81
",4.0
"rvh major incident review announced
",4.0
"kindness worry in maternity survey
",4.0
"audio girls life expectancy over 100
",4.0
"video oecd employers must address stress
",4.0
"death doctor sues victims son
",4.0
"donations soar for steve evans fund
",4.0
"are you a lark or an owl
",4.0
"revolutionary angioplasty turns 50
",4.0
"999 wait man would have survived
",4.0
"comedians have psychotic traitsâ
",4.0
"aampe locum costs your experiences
",4.0
"bereaved workers need more support
",4.0
"aampes see some people 50 times a year
",4.0
"video tackling londons dirty restaurants
",4.0
"video doctor my relationship with cancer
",4.0
"cancer survivors antibucket list
",4.0
"video numerous opportunities missed
",4.0
"video surgery trials online appointments
",4.0
"hunt welcomes sevenday nhs plan
",4.0
"test may predict altitude sickness
",4.0
"director quit over cancer scandal
",4.0
"doctors given new coma guidelines
",4.0
"video g8 aim to develop dementia cure
",4.0
"uruguay votes to legalise marijuana
",4.0
"liver specialist suspended from duty
",4.0
"avoid aampe unless real emergency
",4.0
"ambulance overturns on 999 call
",4.0
"doctors failed in duty of care
",4.0
"vitamin ds disease role queried
",4.0
"suicide prevention strategy outlined
",4.0
"men and women wired differently
",4.0
"inquiry into donor blood vcjd risk
",4.0
"never too old to take up exercise
",4.0
"liver disease increase among teens
",4.0
"discovery of the secondclass male
",4.0
"video steve evans moves to palliative care
",4.0
"video translating medicine into art
",4.0
"video pacemakers recycled to save lives
",4.0
"care of brain injury victims poor
",4.0
"video asian bone marrow donors increase
",4.0
"video medics may face jail for neglect
",4.0
"ten minute appointment rule removed
",4.0
"ecigarettes could save millions
",4.0
"neonatal care decision overturned
",4.0
"video walkin closures may cut gp access
",4.0
"midwives left baby in cupboard
",4.0
"video squat your way to a free metro ride
",4.0
"us moves to ban trans fats in foods
",4.0
"video britons waste six meals a week
",4.0
"prostate cancer test may save ops
",4.0
"video home care system under pressure
",4.0
"video poverty linked to cancer deaths
",4.0
"poverty linked to cancer deaths
",4.0
"video fines for free formula milk
",4.0
"parents urged to act over measles
",4.0
"video doctors ponder quitting uk
",4.0
"video genuine increase in demand
",4.0
"video too many mental health failures
",4.0
"estimate doubled for vcjd carriers
",4.0
"video kidney cancer awareness tv campaign
",4.0
"video its hard to see your mum in pain
",4.0
"court orders girls mmr vaccination
",4.0
"vitamin d no effect on the healthy
",4.0
"video review into womans abortion ordeal
",4.0
"video discovery may hold alzheimers key
",4.0
"new drug approval process revamped
",4.0
"video aampe jobs unsustainable say doctors
",4.0
"flying care visits disgraceful
",4.0
"is addiction an excuse to overeat
",4.0
"muslim concern over flu vaccine
",4.0
"over50s men not symptom aware
",4.0
